doi,title,known_to_be_open,open_access_status
10.1093/humrep/deu111,ESHRE Task Force on Ethics and Law 21: genetic screening of gamete donors: ethical issues,FALSE,NA
10.1111/irel.12062,Temporary Agency Work and Firm Competitiveness: Evidence from German Manufacturing Firms,TRUE,Open Access at repository
10.1016/j.apenergy.2014.02.019,Cost-effectiveness of alternative powertrains for reduced energy use and CO2 emissions in passenger vehicles,FALSE,NA
10.1111/1541-4337.12077,Methods to Evaluate Uptake of Engineered Nanomaterials by the Alimentary Tract,TRUE,Open Access at publisher
10.1016/j.jhealeco.2014.04.003,Regulation of pharmaceutical prices: Evidence from a reference price reform in Denmark,TRUE,Open Access at repository
10.1016/j.jclepro.2013.09.054,The impact of uncertainties on predicted greenhouse gas emissions of dairy cow production systems,FALSE,NA
10.1080/13504851.2013.870647,The participation of Mexico in global supply chains: the challenge of adding Mexican value,FALSE,NA
10.1161/circoutcomes.113.000814,An Online Spaced-Education Game Among Clinicians Improves Their Patients’ Time to Blood Pressure Control A Randomized Controlled Trial,TRUE,Open Access at publisher
10.1016/j.drudis.2013.11.009,Financing drug discovery for orphan diseases,TRUE,Open Access at publisher
10.1177/2168479013512488,Understanding the Role and Evidence Expectations of Health Technology Assessment and Coverage/Payer Bodies,FALSE,NA
10.1007/s10961-012-9295-2,"Linking innovation, productivity, and competitiveness: implications for policy and practice",FALSE,NA
10.1128/jcm.02877-13,Detection of Intestinal Protozoa in the Clinical Laboratory,TRUE,Open Access at publisher
10.1016/j.jcpo.2014.01.001,Dispelling the myths around cancer care delivery: It's not all about costs,TRUE,Open Access at publisher
10.1093/europace/eut301,Battery longevity in cardiac resynchronization therapy implantable cardioverter defibrillators,TRUE,Open Access at publisher
10.1586/14737167.2014.868313,Determining the price for pharmaceuticals in Germany: comparing a shortcut for IQWiG's efficiency frontier method with the price set by the manufacturer for ticagrelor,FALSE,NA
10.1186/1477-7827-12-106,The effectiveness of flow cytometric sorting of human sperm (MicroSort®) for influencing a child’s sex,TRUE,Open Access at publisher
10.1016/j.apenergy.2014.08.011,Using the sun to decarbonize the power sector: The economic potential of photovoltaics and concentrating solar power,FALSE,NA
10.1016/j.jhealeco.2014.04.004,Price regulation and relative delays in generic drug adoption,FALSE,NA
10.1038/nature13945,Implications of agricultural transitions and urbanization for ecosystem services,FALSE,NA
10.1177/1557988314527311,"Use of the Internet and mobile-based ""apps"" for sex-seeking among men who have sex with men in New York City.",TRUE,Open Access at publisher
10.2217/cer.14.73,"Building electronic data infrastructure for comparative effectiveness research: accomplishments, lessons learned and future steps",FALSE,NA
10.3390/ijerph111010345,Reasons for Starting and Stopping Electronic Cigarette Use,TRUE,Open Access at publisher
10.5437/08956308x5705256,Rethinking Additive Manufacturing and Intellectual Property Protection,FALSE,NA
10.1007/s13132-014-0185-8,The Quadruple/Quintuple Innovation Helixes and Smart Specialisation Strategies for Sustainable and Inclusive Growth in Europe and Beyond,FALSE,NA
10.1016/j.jdeveco.2014.01.008,Political reservations and women's entrepreneurship in India,TRUE,Open Access at repository
10.1016/j.still.2013.12.009,Remote sensing of crop residue and tillage practices: Present capabilities and future prospects,FALSE,NA
10.1016/j.agee.2013.08.008,From adoption claims to understanding farmers and contexts: A literature review of Conservation Agriculture (CA) adoption among smallholder farmers in southern Africa,FALSE,NA
10.1016/j.ecoleng.2013.10.002,When will ecologists learn engineering and engineers learn ecology?,FALSE,NA
10.1001/jama.2014.304,Caregiver Burden: A Clinical Review,FALSE,NA
10.1377/hlthaff.2013.1001,Distributing Medical Expertise: The Evolution And Impact Of Telemedicine In Arkansas,TRUE,Open Access at publisher
10.1016/j.respol.2013.07.006,Not all scientists pay to be scientists: PhDs’ preferences for publishing in industrial employment,TRUE,Open Access at publisher
10.1136/bjophthalmol-2013-304446,Innovations in 3D printing: a 3D overview from optics to organs,TRUE,Open Access at publisher
10.1007/s10461-013-0573-2,Patterns of Lifetime and Recent HIV Testing Among Men Who Have Sex with Men in New York City Who Use Grindr,TRUE,Open Access at repository
10.1039/c4fo00371c,Effects of vitamin D supplements on influenza A illness during the 2009 H1N1 pandemic: a randomized controlled trial,FALSE,NA
10.1371/journal.pone.0100799,"Comparative Population Assessments of Nautilus sp. in the Philippines, Australia, Fiji, and American Samoa Using Baited Remote Underwater Video Systems",TRUE,Open Access at publisher
10.1097/ppo.0000000000000014,Genetics of Diffuse Large B-Cell Lymphoma: Paving a Path to Personalized Medicine,FALSE,NA
10.1111/pbi.12250,Tailoring lignin biosynthesis for efficient and sustainable biofuel production,TRUE,Open Access at publisher
10.1111/pbi.12273,Plant biotechnology for lignocellulosic biofuel production,TRUE,Open Access at publisher
10.1145/2597886,The data on diversity,TRUE,Open Access at publisher
10.1111/pbi.12256,Genome engineering via TALENs and CRISPR/Cas9 systems: challenges and perspectives,TRUE,Open Access at publisher
10.1038/nchembio.1613,A microbial biomanufacturing platform for natural and semisynthetic opioids,TRUE,Open Access at repository
10.1038/nbt.2969,Simultaneous editing of three homoeoalleles in hexaploid bread wheat confers heritable resistance to powdery mildew,FALSE,NA
10.1111/tpj.12413,"Precise plant breeding using new genome editing techniques: opportunities, safety and regulation in the EU",TRUE,Open Access at publisher
10.1016/j.respol.2014.03.001,Open innovation: The next decade,FALSE,NA
10.1093/jxb/eru098,Synthetic biology approaches to engineering the nitrogen symbiosis in cereals,TRUE,Open Access at publisher
10.1111/pbi.12150,Synthetic TAL effectors for targeted enhancement of transgene expression in plants,TRUE,Open Access at publisher
10.1038/nature13314,A semi-synthetic organism with an expanded genetic alphabet,TRUE,Open Access at repository
10.1038/nmeth.2894,"Programming biological operating systems: genome design, assembly and activation",FALSE,NA
10.1093/ajae/aat107,The Evolving Institutional Structure of Public and Private Agricultural Research,TRUE,Open Access at publisher
10.1016/j.copbio.2013.08.019,Plant genome sequencing — applications for crop improvement,FALSE,NA
10.3109/07388551.2013.823595,An overview of the last 10 years of genetically engineered crop safety research,TRUE,Open Access at publisher
10.1016/j.techsoc.2013.10.003,Rhythms of the herd: Long term dynamics in seed choice by Indian farmers,FALSE,NA
10.1016/j.foodpol.2013.09.011,Do lower yielding farmers benefit from Bt corn? Evidence from instrumental variable quantile regressions,FALSE,NA
10.1002/eqe.2337,Evaluation of analytical methodologies used to derive vulnerability functions,FALSE,NA
10.7554/elife.03401,Concerning RNA-guided gene drives for the alteration of wild populations,TRUE,Open Access at publisher
10.1177/0149206313498902,Tournament Theory,FALSE,NA
10.1016/j.geothermics.2015.06.008,Conceptual model and numerical analysis of the Desert Peak EGS project: Reservoir response to the shallow medium flow-rate hydraulic stimulation phase,FALSE,NA
10.1093/aepp/ppv004,Can We Improve Farm Performance? The Determinants of Farm Technical and Environmental Efficiency,FALSE,NA
10.1002/cite.201400084,The Turning Point of the Refining Industry in Europe,FALSE,NA
10.1016/j.energy.2014.09.051,An energy and carbon life cycle assessment of industrial CHP (combined heat and power) in the context of a low carbon UK,TRUE,Open Access at publisher
10.1111/jgs.13136,Honoring Choices Minnesota: Preliminary Data from a Community‐Wide Advance Care Planning Model,TRUE,Open Access at repository
10.1016/j.rser.2014.07.087,Greenhouse gas emissions from renewable energy sources: A review of lifecycle considerations,FALSE,NA
10.1016/j.trc.2014.09.001,Modeling cooperative and autonomous adaptive cruise control dynamic responses using experimental data,TRUE,Open Access at repository
10.1093/oxrep/gru027,Growth theory and 'green growth',FALSE,NA
10.1016/j.renene.2014.03.059,Wave farm impact: The role of farm-to-coast distance,FALSE,NA
10.1016/j.ypmed.2014.06.017,Aligning health information technologies with effective service delivery models to improve chronic disease care,TRUE,Open Access at repository
10.1016/j.csda.2013.09.028,"Sovereign credit ratings, market volatility, and financial gains",TRUE,Open Access at repository
10.1016/j.buildenv.2014.04.003,Modeling personalized occupancy profiles for representing long term patterns by using ambient context,FALSE,NA
10.1016/j.enpol.2014.03.012,Innovation and risk-averse firms: Options on carbon allowances as a hedging tool,FALSE,NA
10.1080/00343404.2014.895804,The Significance of Entry and Exit for Regional Productivity Growth,FALSE,NA
10.1111/bjet.12150,Social scholarship: Reconsidering scholarly practices in the age of social media,FALSE,NA
10.1021/es4051988,Feeding nine billion people sustainably: conserving land and water through shifting diets and changes in technologies.,TRUE,Open Access at publisher
10.1080/17452007.2013.837248,How to monitor people ‘smartly’ to help reducing energy consumption in buildings?,FALSE,NA
10.1016/j.coastaleng.2014.01.008,Wave farm impact on the beach profile: A case study,FALSE,NA
10.1016/j.enbuild.2013.11.033,Three unobtrusive domestic occupancy measurement technologies under qualitative review,FALSE,NA
10.1371/journal.pone.0090601,Technologies for Detecting Falsified and Substandard Drugs in Low and Middle-Income Countries,TRUE,Open Access at publisher
10.1021/sb300079h,Novel synthetic Medea selfish genetic elements drive population replacement in Drosophila; a theoretical exploration of Medea-dependent population suppression.,TRUE,Open Access at repository
10.1021/es503588e,Save water to save carbon and money: developing abatement costs for expanded greenhouse gas reduction portfolios.,FALSE,NA
10.1016/j.ijpe.2014.08.003,The impacts of information technology on total factor productivity: A look at externalities and innovations,TRUE,Open Access at repository
10.1016/j.dld.2014.07.169,High definition plus colonoscopy combined with i-scan tone enhancement vs. high definition colonoscopy for colorectal neoplasia: A randomized trial,FALSE,NA
10.1093/scipol/sct091,Citizens' support for government spending on science and technology,FALSE,NA
10.1016/j.rser.2014.07.041,The near future availability of photovoltaic energy in Europe and Africa in climate-aerosol modeling experiments,TRUE,Open Access at publisher
10.1175/bams-d-13-00147.1,ERA-CLIM: Historical Surface and Upper-Air Data for Future Reanalyses,TRUE,Open Access at repository
10.1016/j.jen.2013.12.018,The Trauma Report Nurse: A Trauma Triage Process Improvement Project,FALSE,NA
10.3109/17483107.2014.905642,"Technology for hearing loss – as We Know it, and as We Dream it",TRUE,Open Access at repository
10.1016/j.jpolmod.2014.04.003,What will revive U.S. economic growth? Lessons from a prototype industry-level production account for the United States,FALSE,NA
10.1093/icc/dtt026,Innovation decision making in high-risk organizations: A comparison of the US and Soviet attack submarine programs,FALSE,NA
10.1111/wvn.12040,Digital Delivery Methods of Parenting Training Interventions: A Systematic Review,FALSE,NA
10.1016/j.ijmedinf.2014.01.002,Are we sure that Mobile Health is really mobile? An examination of mobile device use during two remotely-delivered weight loss interventions,TRUE,Open Access at repository
10.1080/09540121.2013.819403,Transportation vulnerability as a barrier to service utilization for HIV-positive individuals,FALSE,NA
10.1016/j.amjmed.2013.09.032,"Telemedicine, Telehealth, and Mobile Health Applications That Work: Opportunities and Barriers",FALSE,NA
10.1093/qje/qjt034,"Local Economic Development, Agglomeration Economies, and the Big Push: 100 Years of Evidence from the Tennessee Valley Authority *",FALSE,NA
10.1016/j.enpol.2013.10.017,“Fracking” controversy and communication: Using national survey data to understand public perceptions of hydraulic fracturing,FALSE,NA
10.1080/07418825.2012.754920,"Could Innovations in Policing have Contributed to the New York City Crime Drop even in a Period of Declining Police Strength?: The Case of Stop, Question and Frisk as a Hot Spots Policing Strategy",FALSE,NA
10.1136/bmjqs-2013-001874,Electronic health record-based triggers to detect potential delays in cancer diagnosis,TRUE,Open Access at publisher
10.1289/ehp.1306639,Enablers and Barriers to Large-Scale Uptake of Improved Solid Fuel Stoves: A Systematic Review,TRUE,Open Access at repository
10.7755/mfr.76.4.3,Emptying the Oceans: A Summary of Industrial Whaling Catches in the 20th Century,FALSE,NA
10.1016/j.esr.2014.10.003,The impact of millennials' travel behavior on future personal vehicle travel,FALSE,NA
10.1097/nna.0000000000000138,Postgraduate Nurse Practitioner Training: What Nurse Executives Need to Know,FALSE,NA
10.1038/515326a,Indirect costs: Keeping the lights on,TRUE,Open Access at publisher
10.1016/j.plantsci.2014.04.004,Transgenic American chestnuts show enhanced blight resistance and transmit the trait to T1 progeny,FALSE,NA
10.1115/1.4028580,"An Integrated Approach to Additive Manufacturing Simulations Using Physics Based, Coupled Multiscale Process Modeling",FALSE,NA
10.1111/jlme.12160,Clinical integration of next generation sequencing: coverage and reimbursement challenges.,TRUE,Open Access at repository
10.1377/hlthaff.2014.0453,"More Than Half of US Hospitals Have At Least A Basic EHR, But Stage 2 Criteria Remain Challenging For Most",TRUE,Open Access at publisher
10.1111/1475-6773.12155,The Medical Home Transformation in the Veterans Health Administration: An Evaluation of Early Changes in Primary Care Delivery,TRUE,Open Access at repository
10.1377/hlthaff.2014.0043,Rapid Learning: A Breakthrough Agenda,TRUE,Open Access at publisher
10.1016/j.appet.2014.02.006,Factors influencing U.S. consumer support for genetic modification to prevent crop disease,FALSE,NA
10.1007/s00466-014-1024-2,Implementation of a thermomechanical model for the simulation of selective laser melting,FALSE,NA
10.1038/nm.3545,Modeling the mitochondrial cardiomyopathy of Barth syndrome with induced pluripotent stem cell and heart-on-chip technologies,TRUE,Open Access at repository
10.3111/13696998.2014.902842,The application of economics concepts to stratified medicine—use of health economics data to support market access for stratified medicine interventions,FALSE,NA
10.1111/agec.12070,Should African rural development strategies depend on smallholder farms? An exploration of the inverse‐productivity hypothesis,FALSE,NA
10.1136/bmj.f6753,Republished research: Implementation research: what it is and how to do it Implementation research is a growing but not well understood field of health research that can contribute to more effective public health and clinical policies and programmes. This article provides a broad definition of implementation research and outlines key principles for how to do it,FALSE,NA
10.1001/jamasurg.2013.3566,Failure to Rescue in Safety-Net Hospitals: Availability of Hospital Resources and Differences in Performance,TRUE,Open Access at publisher
10.1080/15374416.2013.812039,Engineering Youth Service System Infrastructure: Hawaii's Continued Efforts at Large-Scale Implementation Through Knowledge Management Strategies,FALSE,NA
10.1371/journal.pone.0102694,Medusa: A Novel Gene Drive System for Confined Suppression of Insect Populations,TRUE,Open Access at publisher
10.1186/2193-9039-3-4,The wider economic impacts of high-skilled migrants: a survey of the literature for receiving countries,TRUE,Open Access at publisher
10.1007/s11423-014-9355-4,An investigation of middle school science teachers and students use of technology inside and outside of classrooms: considering whether digital natives are more technology savvy than their teachers,FALSE,NA
10.1007/s11162-014-9333-z,Breaking it Down: Engineering Student STEM Confidence at the Intersection of Race/Ethnicity and Gender,FALSE,NA
10.1016/j.jmatprotec.2014.06.001,Mesoscopic simulation model of selective laser melting of stainless steel powder,FALSE,NA
10.1177/1078390314561326,"Families with special needs children: family health, functioning, and care burden.",FALSE,NA
10.3109/17483107.2014.905641,Technology transfer of hearing aids to low and middle income countries: policy and market factors,FALSE,NA
10.2105/ajph.2014.301962,Supporting replication and scale-up of evidence-based home visiting programs: assessing the implementation knowledge base.,TRUE,Open Access at repository
10.3390/socsci3030427,Technology-Based Innovations in Child Maltreatment Prevention Programs: Examples from SafeCare®,TRUE,Open Access at publisher
10.1287/inte.2014.0748,Analytics for Power Grid Distribution Reliability in New York City,TRUE,Open Access at repository
10.1377/hlthaff.2014.0113,Patient-Powered Research Networks Aim To Improve Patient Care And Health Research,TRUE,Open Access at publisher
10.1377/hlthaff.2014.0121,Four Health Data Networks Illustrate The Potential For A Shared National Multipurpose Big-Data Network,TRUE,Open Access at publisher
10.1002/path.4353,A genetically engineered ovarian cancer mouse model based on fallopian tube transformation mimics human high‐grade serous carcinoma development,TRUE,Open Access at repository
10.1016/s0140-6736(14)60191-4,Team science and the creation of a novel rotavirus vaccine in India: a new framework for vaccine development,FALSE,NA
10.2166/wh.2013.123,Assessment of swimmer behaviors on pool water ingestion,FALSE,NA
10.1016/j.envsoft.2013.12.013,An integrated environmental modeling framework for performing Quantitative Microbial Risk Assessments,FALSE,NA
10.1177/2040622314521271,Achieving appropriate regulations for electronic cigarettes.,TRUE,Open Access at repository
10.1016/j.gde.2013.11.008,The importance of animal models in tumor immunity and immunotherapy,TRUE,Open Access at repository
10.1136/amiajnl-2013-001710,Benchmarking health IT among OECD countries: better data for better policy,TRUE,Open Access at publisher
10.1016/j.jval.2013.08.2291,Budget Impact Analysis—Principles of Good Practice: Report of the ISPOR 2012 Budget Impact Analysis Good Practice II Task Force,TRUE,Open Access at publisher
10.1371/journal.pone.0104266,Intervention Strategies for Improving Patient Adherence to Follow-Up in the Era of Mobile Information Technology: A Systematic Review and Meta-Analysis,TRUE,Open Access at publisher
10.1039/c3ee43655a,Lifecycle greenhouse gas footprint and minimum selling price of renewable diesel and jet fuel from fermentation and advanced fermentation production technologies,FALSE,NA
10.1093/treephys/tpu012,Molecular and physiological responses to abiotic stress in forest trees and their relevance to tree improvement,TRUE,Open Access at publisher
10.1016/j.chemosphere.2014.01.021,"An integrated approach for prioritizing pharmaceuticals found in the environment for risk assessment, monitoring and advanced research",FALSE,NA
10.1007/s10518-013-9466-z,Performance of industrial buildings during the Emilia earthquakes in Northern Italy and recommendations for their strengthening,TRUE,Open Access at publisher
10.1080/14693062.2014.905441,Designing policy for deployment of CCS in industry,FALSE,NA
10.1016/j.jes.2014.06.024,Managing agricultural phosphorus for water quality: Lessons from the USA and China,FALSE,NA
10.1200/jop.2014.001473,Bending the Cost Curve: A Unique Collaboration Between Radiation Oncologists and Blue Cross Blue Shield of Massachusetts to Optimize the Use of Advanced Technology,FALSE,NA
10.3390/su6128967,"Environmental Legislation in China: Achievements, Challenges and Trends",TRUE,Open Access at publisher
10.1088/0022-3727/47/27/275303,Evaporation model for beam based additive manufacturing using free surface lattice Boltzmann methods,FALSE,NA
10.1097/yco.0000000000000065,Providing mental healthcare to immigrants: current challenges and new strategies,FALSE,NA
10.1038/nri3694,From empiricism to rational design: a personal perspective of the evolution of vaccine development,FALSE,NA
10.1038/nmat3938,Universal process-inert encoding architecture for polymer microparticles,FALSE,NA
10.1111/risa.12151,"The Impact of Accident Attention, Ideology, and Environmentalism on American Attitudes Toward Nuclear Energy",FALSE,NA
10.1111/tmi.12269,Strengthening national health laboratories in sub‐Saharan Africa: a decade of remarkable progress,TRUE,Open Access at publisher
10.1097/acm.0000000000000190,Evaluating Community Engagement in an Academic Medical Center,TRUE,Open Access at publisher
10.1016/j.respol.2013.09.001,Getting patents and economic data to speak to each other: An ‘Algorithmic Links with Probabilities’ approach for joint analyses of patenting and economic activity,FALSE,NA
10.1177/175114371401500203,A Retrospective Review of Patients Managed with the Pneux PY™ VAP Prevention System,FALSE,NA
10.1111/gcb.12393,Drought footprint on European ecosystems between 1999 and 2010 assessed by remotely sensed vegetation phenology and productivity,FALSE,NA
10.1016/j.agsy.2013.10.002,Ex-ante assessment of soil conservation methods in the uplands of Vietnam: An agent-based modeling approach,FALSE,NA
10.1039/c4lc00142g,Smartphone technology can be transformative to the deployment of lab-on-chip diagnostics,TRUE,Open Access at repository
10.6028/jres.119.019,Porosity Measurements and Analysis for Metal Additive Manufacturing Process Control,TRUE,Open Access at publisher
10.4031/mtsj.49.1.3,Natural CO2 Seeps Offshore Panarea: A Test Site for Subsea CO2 Leak Detection Technology,FALSE,NA
10.1186/1748-5908-9-7,Organizational readiness for implementing change: a psychometric assessment of a new measure,TRUE,Open Access at publisher
10.1177/0898264314543470,"Aging, place, and technology: toward improving access and wellness in older populations.",FALSE,NA
10.1007/s11187-014-9560-x,Firm growth and innovation,FALSE,NA
10.1093/ageing/afu067,Cost-effectiveness of telecare for people with social care needs: the Whole Systems Demonstrator cluster randomised trial,TRUE,Open Access at publisher
10.1016/j.jconhyd.2014.07.011,Potential migration of buoyant LNAPL from Intermediate Level Waste (ILW) emplaced in a geological disposal facility (GDF) for UK radioactive waste,TRUE,Open Access at publisher
10.1007/s11266-013-9386-1,Integrated Organizational Identity: A Definition of Hybrid Organizations and a Research Agenda,FALSE,NA
10.1016/j.ijindorg.2014.05.004,"Standards, consortia, and innovation",FALSE,NA
10.1021/es4053472,"Air impacts of increased natural gas acquisition, processing, and use: a critical review.",FALSE,NA
10.1016/j.respol.2013.06.006,Open to suggestions: How organizations elicit suggestions through proactive and reactive attention,FALSE,NA
10.1016/j.respol.2013.07.004,Open service innovation and the firm's search for external knowledge,TRUE,Open Access at publisher
10.1016/j.biosystemseng.2014.02.002,Embodied energy associated with the materials used in irrigation systems: Drip and centre pivot,FALSE,NA
10.1016/j.pec.2014.02.004,A health literacy pilot intervention to improve medication adherence using Meducation® technology,FALSE,NA
10.1016/j.bushor.2013.12.009,Open innovation requires integrated competition-community ecosystems: Lessons learned from civic open innovation,FALSE,NA
10.1080/0020739x.2013.822582,Student learning and perceptions in a flipped linear algebra course,FALSE,NA
10.1016/j.chb.2014.01.002,Social media for learning: A mixed methods study on high school students’ technology affordances and perspectives,FALSE,NA
10.1016/j.atmosenv.2013.11.003,Chemical and toxicological properties of emissions from CNG transit buses equipped with three-way catalysts compared to lean-burn engines and oxidation catalyst technologies,FALSE,NA
10.2105/ajph.2013.301413,Creating quality improvement culture in public health agencies.,TRUE,Open Access at repository
10.1016/j.jclepro.2012.12.025,Grassroots innovation movements: challenges and contributions,FALSE,NA
10.1039/c3tc32197e,Flexible photovoltaic technologies,FALSE,NA
10.1073/pnas.1419553111,Recessive cardiac phenotypes in induced pluripotent stem cell models of Jervell and Lange-Nielsen syndrome: Disease mechanisms and pharmacological rescue,TRUE,Open Access at repository
10.1016/j.apergo.2014.05.001,Stimulated recall methodology for assessing work system barriers and facilitators in family-centered rounds in a pediatric hospital,TRUE,Open Access at repository
10.1038/clpt.2014.145,Accelerated Access to Innovative Medicines for Patients in Need,TRUE,Open Access at publisher
10.1377/hlthaff.2014.0445,"Despite Substantial Progress In EHR Adoption, Health Information Exchange And Patient Engagement Remain Low In Office Settings",TRUE,Open Access at publisher
10.1177/0018720813516359,Sizing firefighters: method and implications.,TRUE,Open Access at publisher
10.1056/nejmhle1403384,FDA Regulation of Mobile Health Technologies,FALSE,NA
10.1073/pnas.1407473111,Seamless modification of wild-type induced pluripotent stem cells to the natural CCR5Δ32 mutation confers resistance to HIV infection,TRUE,Open Access at publisher
10.1136/amiajnl-2012-001293,Professional and geographical network effects on healthcare information exchange growth: does proximity really matter?,TRUE,Open Access at publisher
10.1080/15459624.2013.862591,Retrospective Assessment of Exposure to Chemicals for a Microelectronics and Business Machine Manufacturing Facility,TRUE,Open Access at repository
10.1016/j.jue.2014.03.003,Why are some regions more innovative than others? The role of small firms in the presence of large labs,FALSE,NA
10.1177/0306312713508669,Understanding 'anticipatory governance'.,TRUE,Open Access at publisher
10.3122/jabfm.2014.02.130104,Primary Care Physicians' Challenges in Ordering Clinical Laboratory Tests and Interpreting Results,TRUE,Open Access at publisher
10.1016/j.enpol.2013.11.044,A post-2020 EU energy technology policy: Revisiting the strategic energy technology plan,TRUE,Open Access at repository
10.1136/gutjnl-2012-304258,"Once-daily budesonide MMX in active, mild-to-moderate ulcerative colitis: results from the randomised CORE II study",TRUE,Open Access at publisher
10.1016/j.hjdsi.2013.12.005,"Health information exchange among U.S. hospitals: who's in, who's out, and why?",FALSE,NA
10.1080/02615479.2013.770833,Residential Child Care Agencies as Learning Organisations: Innovation and Learning from Mistakes,FALSE,NA
10.1177/0018720813492548,Evaluation of alternate category structures for the Strain Index: an empirical analysis.,TRUE,Open Access at publisher
10.1080/00140139.2013.875597,Good ergonomics and team diversity reduce absenteeism and errors in car manufacturing,FALSE,NA
10.1016/j.apergo.2013.04.023,Human factors systems approach to healthcare quality and patient safety,TRUE,Open Access at repository
10.2147/rmi.s48140,Teleradiology: current perspectives,TRUE,Open Access at publisher
10.1002/ajim.22372,The effectiveness of insurer‐supported safety and health engineering controls in reducing workers' compensation claims and costs,TRUE,Open Access at repository
10.1016/j.apmr.2014.08.004,Effects of Varying Case Definition on Carpal Tunnel Syndrome Prevalence Estimates in a Pooled Cohort,TRUE,Open Access at repository
10.1186/1476-069x-13-78,Opportunities and challenges of nanotechnology in the green economy,TRUE,Open Access at publisher
10.1093/annhyg/meu064,Simulated Effects of Head Movement on Contact Pressures between Headforms and N95 Filtering Facepiece Respirators Part 2: Simulation,FALSE,NA
10.1002/ajim.22360,Occupational injuries in Ohio wood product manufacturing: A descriptive analysis with emphasis on saw‐related injuries and associated causes,TRUE,Open Access at repository
10.1016/j.apergo.2014.03.005,Prevalence of carpal tunnel syndrome among employees at a poultry processing plant,TRUE,Open Access at repository
10.1002/ajim.22356,Injury rates on new and old technology oil and gas rigs operated by the largest United States onshore drilling contractor,TRUE,Open Access at repository
10.1080/15459624.2014.895374,A Summary of Research and Progress on Carbon Monoxide Exposure Control Solutions on Houseboats,TRUE,Open Access at repository
10.1098/rspa.2014.0170,Utilization of structural steel in buildings,TRUE,Open Access at publisher
10.1111/jcpp.12197,"Annual Research Review: Harms experienced by child users of online and mobile technologies: the nature, prevalence and management of sexual and aggressive risks in the digital age",TRUE,Open Access at publisher
10.1007/s11356-013-1574-4,Evaluation of cumulative PCB exposure estimated by a job exposure matrix versus PCB serum concentrations,TRUE,Open Access at repository
10.1007/s11356-013-1590-4,Historical reconstruction of polychlorinated biphenyl (PCB) exposures for workers in a capacitor manufacturing plant,TRUE,Open Access at repository
10.1007/s10584-013-0953-7,The role of technology for achieving climate policy objectives: overview of the EMF 27 study on global technology and climate policy strategies,TRUE,Open Access at repository
10.1016/j.yrtph.2014.01.005,Workshop report: Strategies for setting occupational exposure limits for engineered nanomaterials,TRUE,Open Access at publisher
10.1177/0018720813490953,Directional control-response compatibility relationships assessed by physical simulation of an underground bolting machine.,TRUE,Open Access at publisher
10.1177/0018720813491114,A prospective study of musculoskeletal outcomes among manufacturing workers: I. Effects of physical risk factors.,FALSE,NA
10.1016/j.jclepro.2013.08.022,Developing the curriculum for a new Bachelor's degree in Engineering for Sustainable Development,FALSE,NA
10.1016/j.rser.2013.10.036,"A review of the technologies, economics and policy instruments for decarbonising energy-intensive manufacturing industries",FALSE,NA
10.1109/tia.2013.2291294,Comparative Evaluation of Light-Emitting Diode Cap Lamps with an Emphasis on Visual Performance in Mesopic Lighting Conditions,FALSE,NA
10.1080/10803548.2014.11077036,Workplace Hazards and Prevention Options From a Nonrandom Sample of Retail Trade Businesses,TRUE,Open Access at publisher
10.1186/s12992-014-0065-9,Hospital accreditation: lessons from low- and middle-income countries,TRUE,Open Access at publisher
10.1016/j.foreco.2014.01.021,"The management of tree genetic resources and the livelihoods of rural communities in the tropics: Non-timber forest products, smallholder agroforestry practices and tree commodity crops",TRUE,Open Access at publisher
10.1016/j.techsoc.2013.12.004,Unmanned aerial systems: Consideration of the use of force for law enforcement applications,FALSE,NA
10.1111/1471-0528.12911,Ensuring successful development and introduction of multipurpose prevention technologies through an innovative partnership approach,TRUE,Open Access at publisher
10.1177/1535370214529397,"Using physiologically-based pharmacokinetic-guided ""body-on-a-chip"" systems to predict mammalian response to drug and chemical exposure.",TRUE,Open Access at repository
10.1073/pnas.1402981111,"Vaccines, new opportunities for a new society",TRUE,Open Access at publisher
10.1016/j.jenvman.2014.01.054,The energy-water-food nexus: Strategic analysis of technologies for transforming the urban metabolism,FALSE,NA
10.1016/j.idc.2014.01.004,The Role of Behavior Change in Antimicrobial Stewardship,FALSE,NA
10.1377/hlthaff.2013.1266,From ‘Solution Shop’ Model To ‘Focused Factory’ In Hospital Surgery: Increasing Care Value And Predictability,TRUE,Open Access at publisher
10.1016/j.worlddev.2013.12.005,"E-Government, Internet Adoption, and Corruption: An Empirical Investigation",FALSE,NA
10.1146/annurev-orgpsych-031413-091226,Research on Workplace Creativity: A Review and Redirection,TRUE,Open Access at publisher
10.1377/hlthaff.2013.1005,"Kaiser Permanente Northern California: Current Experiences With Internet, Mobile, And Video Technologies",TRUE,Open Access at publisher
10.1016/j.cosust.2013.11.015,Gender differences in land-use decisions: shaping multifunctional landscapes?,TRUE,Open Access at publisher
10.1016/j.resuscitation.2013.10.029,Applying lessons from commercial aviation safety and operations to resuscitation,FALSE,NA
10.1016/j.acap.2013.09.004,Pediatrics and the Lure of Technology,FALSE,NA
10.1016/j.imavis.2013.10.006,Tracking in dense crowds using prominence and neighborhood motion concurrence,FALSE,NA
10.1016/j.ress.2013.07.004,A metric and frameworks for resilience analysis of engineered and infrastructure systems,FALSE,NA
