doi,altmetric_id,altmetric_score,type,article_title,journal_title,journal_volume,journal_issue,page_starts,page_ends,publisher,altmetric_journal_id,total_mentions,print_publication_date,first_seen_on_date,last_mentioned_date,first_author,pdf_url,uri,mendeley_url
10.1146/annurev-marine-121211-172408,1636813,3.75,article,Remote Sensing of the Nearshore.,Annual Review of Marine Science,NA,NA,NA,NA, Annual Reviews ,4f6fa6f23cf058f61000a110,65,2012-07-21T00:00:00+00:00,2013-07-20T06:34:26+00:00,2016-08-17T14:16,Rob Holman,NA,NA,http://www.mendeley.com/research/remote-sensing-nearshore
10.1016/j.techfore.2012.10.008,16273949,3.0,article,Envisioning structural transformation — lessons from a foresight project on the future of innovation,Technological Forecasting and Social Change,NA,NA,NA,NA,NA,4f6fa6393cf058f610008af1,1,2013-03-01T00:00:00+00:00,2017-02-09T19:52:16+00:00,2016-07-13T01:00,Elna Schirrmeister,NA,http://linkinghub.elsevier.com/retrieve/pii/S0040162512002521,http://www.mendeley.com/research/envisioning-structural-transformation-lessons-foresight-project-future-innovation
10.1177/1524839911405850,706860,123.6,article,Harnessing Social Media for Health Promotion and Behavior Change,Health Promotion Practice,14,1,15,23,"SAGE PublicationsSage CA: Los Angeles, CA",4f6fa4ec3cf058f6100029c4,67,2011-01-01T00:00:00+00:00,2012-04-20T18:28:54+00:00,2018-06-11T03:26,Holly Korda,http://hpp.sagepub.com/content/early/2011/05/10/1524839911405850.full.pdf,NA,http://www.mendeley.com/research/harnessing-social-media-health-promotion-behavior-change
10.1016/j.tibtech.2012.10.009,1125883,16.3,article,Marine macroalgae: an untapped resource for producing fuels and chemicals,Trends in Biotechnology,31,2,70,77,Elsevier,4f6fa5153cf058f6100036a5,14,2012-12-14T00:00:00+00:00,2012-12-15T09:13:05+00:00,2017-05-02T01:00,Yong-Su Jin,http://download.cell.com/trends/biotechnology/pdf/PIIS0167779912001898.pdf,NA,http://www.mendeley.com/research/marine-macroalgae-untapped-resource-producing-fuels-chemicals
10.1109/msp.2013.31,16274400,3.0,article,"Crossing the ""Valley of Death"": Transitioning Cybersecurity Research into Practice",IEEE Security & Privacy,NA,NA,NA,NA,IEEE,4f6fa61b3cf058f6100076d6,1,NA,2017-02-09T20:04:12+00:00,2016-06-28T01:00,Douglas Maughan,http://ieeexplore.ieee.org/iel7/8013/6493314/06493323.pdf,http://ieeexplore.ieee.org/document/6493323/,http://www.mendeley.com/research/crossing-valley-death-transitioning-cybersecurity-research-practice
10.1016/j.jclepro.2012.08.013,2841836,3.5,article,"Sustainable innovation, business models and economic performance: an overview",Journal of Cleaner Production,45,NA,1,8,NA,4f6fa4f03cf058f610002cfa,2,2013-04-01T00:00:00+00:00,2014-11-01T21:27:26+00:00,2016-07-17T12:43,Frank Boons,NA,NA,http://www.mendeley.com/research/sustainable-innovation-business-models-economic-performance-overview-11
10.1016/j.apenergy.2012.09.009,1165282,15.75,article,Advances in CO2 capture technology: A patent review,Applied Energy,102,NA,1439,1447,Elsevier Ltd,4f6fa4e83cf058f6100022d1,14,2013-02-01T00:00:00+00:00,2013-01-09T14:16:30+00:00,2017-10-17T01:00,Bingyun Li,NA,NA,http://www.mendeley.com/research/advances-co2capture-technology-patent-review
10.1002/jbm.a.34326,4149115,18.0,article,Evaluation of hydrogels for bio-printing applications.,"Journal of Biomedical Materials Research, Part A",101A,1,272,284,"Wiley Subscription Services, Inc., A Wiley Company",4f6fa5723cf058f610004c71,7,2013-01-15T00:00:00+00:00,2015-06-13T22:38:09+00:00,2017-09-20T01:00,Murphy SV,http://onlinelibrary.wiley.com/doi/10.1002/jbm.a.34326/pdf,NA,http://www.mendeley.com/research/evaluation-hydrogels-bioprinting-applications
10.1016/j.marpol.2012.07.007,1105595,11.2,article,Estimating the economic impacts of bycatch in U.S. commercial fisheries,Marine Policy,38,NA,470,475,Elsevier,4f6fa6053cf058f61000668e,4,2013-03-01T00:00:00+00:00,2012-12-04T20:09:12+00:00,2016-06-03T01:00,Wesley S. Patrick,NA,http://linkinghub.elsevier.com/retrieve/pii/S0308597X12001674,http://www.mendeley.com/research/estimating-economic-impacts-bycatch-commercial-fisheries-2
10.1007/s00148-012-0441-9,2724069,3.25,article,Population aging and endogenous economic growth,Journal of Population Economics,26,2,811,NA,Springer,4f6fa4f63cf058f610002ed8,2,2013-04-01T00:00:00+00:00,2014-09-29T14:41:51+00:00,2016-06-01T01:00,Klaus Prettner,http://link.springer.com/content/pdf/10.1007%2Fs00148-012-0441-9.pdf,http://link.springer.com/10.1007/s00148-012-0441-9,http://www.mendeley.com/research/population-aging-endogenous-economic-growth
10.1080/15228835.2013.814750,15412492,3.0,article,Development Guidelines from a Study of Suicide Prevention Mobile Applications (Apps),Journal of Technology in Human Services,31,3,269,293,NA,4f6fa4ce3cf058f61000064a,1,2013-07-01T00:00:00+00:00,2017-01-12T13:32:19+00:00,2016-05-23T01:40,Regina T. P. Aguirre,NA,NA,http://www.mendeley.com/research/development-guidelines-study-suicide-prevention-mobile-applications-apps-5
10.1016/j.copbio.2012.07.004,920551,3.5,article,Metabolic engineering of anthocyanins and condensed tannins in plants,Current Opinion in Biotechnology,24,2,329,335,Elsevier Ltd,4f6fa4eb3cf058f61000269f,2,2012-08-22T00:00:00+00:00,2012-08-30T08:08:31+00:00,2016-05-16T17:48,Dixon RA,NA,NA,http://www.mendeley.com/research/metabolic-engineering-anthocyanins-condensed-tannins-plants
10.1614/ws-d-12-00001.1,6023137,3.0,article,Agricultural Weeds in Glyphosate-Resistant Cropping Systems in the United States,Weed Science,61,1,85,97,NA,4f6fa6063cf058f610006791,1,2013-01-01T00:00:00+00:00,2016-02-29T19:32:23+00:00,2016-05-16T17:48,Bryan G. Young,NA,NA,http://www.mendeley.com/research/agricultural-weeds-glyphosateresistant-cropping-systems-united-states
10.1111/agec.12006,14975012,3.0,article,Which farmers benefit the most from Bt corn adoption? Estimating heterogeneity effects in the Philippines,Agricultural Economics,44,2,231,239,Blackwell Publishing Inc,4f6fa4cc3cf058f61000046d,1,2013-01-08T00:00:00+00:00,2016-12-23T18:00:32+00:00,2016-05-16T17:48,"Mutuc, Maria",http://onlinelibrary.wiley.com/doi/10.1111/agec.12006/pdf,NA,http://www.mendeley.com/research/farmers-benefit-most-bt-corn-adoption-estimating-heterogeneity-effects-philippines
10.1080/13669877.2012.729522,1083529,4.5,article,Perception of technological risk: insights from research and lessons for risk communication and management,Journal of Risk Research,NA,NA,1,21,Routledge,4f6fa4d93cf058f610001478,3,2012-11-06T00:00:00+00:00,2012-11-22T14:33:51+00:00,2016-05-16T17:48,Ortwin Renn,NA,NA,http://www.mendeley.com/research/perception-technological-risk-insights-research-lessons-risk-communication-management
10.1007/s11004-013-9493-y,16277794,3.0,article,"The Northwest Geysers EGS Demonstration Project, California: Pre-stimulation Modeling and Interpretation of the Stimulation",Mathematical Geosciences,NA,NA,NA,NA,Springer Berlin Heidelberg,4f6fa52e3cf058f6100041c3,1,2013-10-17T00:00:00+00:00,2017-02-09T22:10:57+00:00,2016-02-23T00:00,Jonny Rutqvist,http://link.springer.com/content/pdf/10.1007%2Fs11004-013-9493-y.pdf,http://link.springer.com/10.1007/s11004-013-9493-y,http://www.mendeley.com/research/northwest-geysers-egs-demonstration-project-california-prestimulation-modeling-interpretation-stimul-1
10.1186/2195-9706-1-4,4209650,4.5,article,"A systematic review of enhanced (or engineered) geothermal systems: past, present and future",Geothermal Energy,1,1,4,NA,Springer,4f6fa6043cf058f610006567,3,2013-11-05T00:00:00+00:00,2015-06-25T13:22:29+00:00,2016-12-15T10:49,Katrin Breede,http://www.geothermal-energy-journal.com/content/pdf/2195-9706-1-4.pdf,http://geothermal-energy-journal.springeropen.com/articles/10.1186/2195-9706-1-4,http://www.mendeley.com/research/systematic-review-enhanced-engineered-geothermal-systems-past-present-future-3
10.1016/j.jimonfin.2012.10.003,9888301,3.0,article,The role of relative price volatility in the efficiency of investment allocation,Journal of International Money & Finance,33,NA,1,18,NA,4f6fa5963cf058f610005037,1,2013-03-01T00:00:00+00:00,2016-07-20T16:16:17+00:00,2016-01-29T00:00,Eduardo Cavallo,NA,NA,http://www.mendeley.com/research/role-relative-price-volatility-efficiency-investment-allocation
10.1177/1524839912469378,1145805,51.3,article,Evaluating Social Media's Capacity to Develop Engaged Audiences in Health Promotion Settings: Use of Twitter Metrics as a Case Study.,Health Promotion Practice,14,2,157,162,"SAGE PublicationsSage CA: Los Angeles, CA",4f6fa4ec3cf058f6100029c4,67,2012-01-01T00:00:00+00:00,2012-12-28T13:09:13+00:00,2016-01-15T00:00,Michael C. Fagen,http://hpp.sagepub.com/content/early/2012/12/26/1524839912469378.full.pdf,http://hpp.sagepub.com/cgi/doi/10.1177/1524839912469378,http://www.mendeley.com/research/evaluating-social-medias-capacity-develop-engaged-audiences-health-promotion-settings-twitter-metric
10.1111/1541-4337.12001,1299185,6.75,article,Pathogens of Interest to the Pork Industry: A Review of Research on Interventions to Assure Food Safety,Comprehensive Reviews in Food Science & Food Safety,12,2,183,217,NA,4f6fa4cd3cf058f6100004ec,4,2013-01-01T00:00:00+00:00,2013-03-13T16:40:49+00:00,2016-01-01T00:00,Arica A. Baer,http://onlinelibrary.wiley.com/doi/10.1111/1541-4337.12001/pdf,http://doi.wiley.com/10.1111/1541-4337.12001,http://www.mendeley.com/research/pathogens-interest-pork-industry-review-research-interventions-assure-food-safety
10.1016/j.aap.2012.06.024,15045866,3.0,article,An analysis of driving and working hour on commercial motor vehicle driver safety using naturalistic data collection,Accident Analysis & Prevention,58,NA,249,258,NA,4f6fa4e73cf058f61000213e,1,2013-09-14T23:00:00+00:00,2016-12-25T04:35:34+00:00,2016-01-01T00:00,Soccolich SA,NA,NA,http://www.mendeley.com/research/analysis-driving-working-hour-commercial-motor-vehicle-driver-safety-using-naturalistic-data-collect
10.1177/0146167212468332,1093697,26.5,article,When Trying Hard Isn’t Natural Women’s Belonging With and Motivation for Male-Dominated STEM Fields As a Function of Effort Expenditure Concerns,Personality & Social Psychology Bulletin,39,2,131,143,"SAGE PublicationsSage CA: Los Angeles, CA",4f6fa6023cf058f610006396,49,2012-01-01T00:00:00+00:00,2012-11-28T12:55:10+00:00,2018-06-12T18:18,Sara D. Hodges,http://psp.sagepub.com/content/early/2012/11/27/0146167212468332.full.pdf,NA,http://www.mendeley.com/research/trying-hard-isnt-natural-womens-belonging-motivation-maledominated-stem-fields-function-effort-expen
10.1016/j.jagp.2013.02.019,1613525,4.85,article,A Videophone Psychosocial Intervention for Dementia Caregivers.,American Journal of Geriatric Psychiatry: Official Journal of the American Association for Geriatric Psychiatry,NA,NA,NA,NA,Elsevier Inc,4f6fa60a3cf058f610006978,5,2013-07-03T00:00:00+00:00,2013-07-09T21:09:47+00:00,2016-01-01T00:00,Sara J. Czaja,NA,http://linkinghub.elsevier.com/retrieve/pii/S1064748113001668,http://www.mendeley.com/research/videophone-psychosocial-intervention-dementia-caregivers
10.1109/te.2013.2249066,1982165,7.2,article,Comparing the Effectiveness of an Inverted Classroom to a Traditional Classroom in an Upper-Division Engineering Course,IEEE Transactions on Education,56,4,430,435,IEEE,4f6fa4ed3cf058f610002a56,6,2013-01-01T00:00:00+00:00,2013-12-16T09:40:02+00:00,2018-01-16T21:10,"Mason, G.S.",http://ieeexplore.ieee.org/iel7/13/6648697/06481483.pdf?arnumber=6481483,http://ieeexplore.ieee.org/document/6481483/,http://www.mendeley.com/research/comparing-effectiveness-inverted-classroom-traditional-classroom-upperdivision-engineering-course
10.1126/science.1243622,1801347,32.264,article,"Scholarly Communication: Cultural Contexts, Evolving Models",Science,342,6154,80,82,American Association for the Advancement of Science,4f6fa4df3cf058f610001f6b,34,2013-10-04T00:00:00+00:00,2013-10-03T18:14:11+00:00,2016-01-01T00:00,Diane Harley,http://www.sciencemag.org/content/342/6154/80.full.pdf,http://www.sciencemag.org/lookup/doi/10.1126/science.1243622,http://www.mendeley.com/research/scholarly-communication-cultural-contexts-evolving-models-1
10.1377/hlthaff.2012.1216,1217776,120.482,article,A National Action Plan To Support Consumer Engagement Via E-Health,Health Affairs,32,2,NA,NA,"Project HOPE - The People-to-People Health Foundation,
                    Inc.",4f6fa4ec3cf058f6100029ba,183,2013-01-01T00:00:00+00:00,2013-02-04T22:38:48+00:00,2016-01-01T00:00,Erin P. Siminerio,http://content.healthaffairs.org/content/32/2/376.full.pdf,http://content.healthaffairs.org/cgi/doi/10.1377/hlthaff.2012.1216,http://www.mendeley.com/research/national-action-plan-support-consumer-engagement-via-ehealth
10.3390/jpm3040306,2736478,4.75,article,The Need for Clinical Decision Support Integrated with the Electronic Health Record for the Clinical Application of Whole Genome Sequencing Information,Journal of Personalized Medicine,3,4,NA,NA,Multidisciplinary Digital Publishing Institute,56c1ef652a83ee09648b4f08,4,2013-01-01T00:00:00+00:00,2014-10-02T15:43:53+00:00,2016-01-01T00:00,Brandon Welch,http://www.mdpi.com/2075-4426/3/4/306/pdf,http://www.mdpi.com/2075-4426/3/4/306/,http://www.mendeley.com/research/need-clinical-decision-support-integrated-electronic-health-record-clinical-application-whole-genome-4
10.1016/j.envsoft.2012.02.011,14967853,3.0,article,Integrated modeling within a Hydrologic Information System: An OpenMI based approach,Environmental Modelling & Software,39,NA,263,273,NA,4f6fa4eb3cf058f6100027eb,1,2013-01-01T00:00:00+00:00,2016-12-23T13:18:32+00:00,2016-01-01T00:00,Anthony M. Castronova,NA,NA,http://www.mendeley.com/research/integrated-modeling-within-hydrologic-information-system-openmi-based-approach
10.1111/j.1540-5885.2012.00998.x,9895069,3.0,article,Managing the Exploitation/Exploration Paradox: The Role of a Learning Capability and Innovation Ambidexterity,Journal of Product Innovation Management,30,2,262,278,NA,4f6fa5683cf058f610004af3,1,2013-03-25T00:00:00+00:00,2016-07-20T17:13:03+00:00,2016-01-01T00:00,Hsing-Er Lin,http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5885.2012.00998.x/pdf,http://doi.wiley.com/10.1111/j.1540-5885.2012.00998.x,http://www.mendeley.com/research/managing-exploitationexploration-paradox-role-learning-capability-innovation-ambidexterity
10.1016/j.apergo.2012.07.008,869347,380.47,article,Light level and duration of exposure determine the impact of self-luminous tablets on melatonin suppression,Applied Ergonomics,44,2,237,240,Elsevier Ltd,4f6fa4e83cf058f6100022d2,194,2012-07-29T00:00:00+00:00,2012-08-02T10:53:08+00:00,2018-06-28T06:00,Wood B,NA,http://linkinghub.elsevier.com/retrieve/pii/S0003687012001159,http://www.mendeley.com/research/light-level-duration-exposure-determine-impact-selfluminous-tablets-melatonin-suppression
10.1038/ni.2495,14467985,3.0,article,Can the SBIR and STTR programs advance research goals?,Nature Immunology,14,3,192,195,Nature Research,4f6fa50a3cf058f610003165,5,2013-02-15T00:00:00+00:00,2016-12-05T17:08:36+00:00,2016-01-01T00:00,Steven Ceulemans,NA,http://www.nature.com/doifinder/10.1038/ni.2495,http://www.mendeley.com/research/sbir-sttr-programs-advance-research-goals
10.1080/07448481.2013.776052,14010270,3.0,article,Use and Perception of Electronic Cigarettes Among College Students,Journal of American College Health,61,3,149,155, Taylor & Francis Group ,4f6fa4da3cf058f610001611,1,2013-04-14T23:00:00+00:00,2016-11-24T23:43:32+00:00,2016-01-01T00:00,Trumbo CW,NA,http://www.tandfonline.com/doi/abs/10.1080/07448481.2013.776052,http://www.mendeley.com/research/perception-electronic-cigarettes-among-college-students-15
10.1111/misr.12028,1365536,11.05,article,Six Models for the Internet + Politics,Mershon International Studies Review,15,1,30,47,NA,4f6fa6ad3cf058f610009b62,14,2013-01-01T00:00:00+00:00,2013-04-12T00:04:25+00:00,2015-12-30T21:04,"Fung, Archon",http://onlinelibrary.wiley.com/doi/10.1111/misr.12028/pdf,NA,http://www.mendeley.com/research/six-models-internet-politics
10.1370/afm.1500,1611541,6.0,article,Impact of Individual and Team Features of Patient Safety Climate: A Survey in Family Practices,Annals of Family Medicine,11,4,355,362,NA,4f6fa4e83cf058f610002277,8,2013-01-01T00:00:00+00:00,2013-07-09T06:30:26+00:00,2015-11-26T01:16,Barbara Hoffmann,http://www.annfammed.org/content/11/4/355.full.pdf,NA,http://www.mendeley.com/research/impact-individual-team-features-patient-safety-climate-survey-family-practices-5
10.1016/j.foodpol.2012.11.002,1418338,5.1,article,Assessing Brazil’s Cerrado agricultural miracle,Food Policy,38,NA,146,155,NA,4f6fa5163cf058f610003798,5,2013-02-01T00:00:00+00:00,2013-04-28T21:04:27+00:00,2017-12-07T17:23,Nicholas Rada,NA,http://linkinghub.elsevier.com/retrieve/pii/S0306919212001169,http://www.mendeley.com/research/assessing-brazils-cerrado-agricultural-miracle
10.1371/journal.pone.0056086,1260373,16.25,article,Twisted Radio Waves and Twisted Thermodynamics,PLoS ONE,8,2,e56086,NA,Public Library of Science,4f6fa5313cf058f6100043e3,4,2013-01-01T00:00:00+00:00,2013-02-24T10:40:26+00:00,2015-09-17T02:17,Laszlo B. Kish,http://arxiv.org/pdf/1212.0748v2,NA,http://www.mendeley.com/research/twisted-radio-waves-twisted-thermodynamics
10.2196/jmir.2301,1154685,53.886,article,Mobile Phone Applications for the Care and Prevention of HIV and Other Sexually Transmitted Diseases: A Review,Journal of Medical Internet Research,15,1,e1,NA,"JMIR Publications Inc., Toronto, Canada",4f6fa5733cf058f610004cb1,72,2013-01-01T00:00:00+00:00,2013-01-04T17:26:13+00:00,2016-11-12T14:03,Kathryn E Muessig,NA,http://www.jmir.org/2013/1/e1/,http://www.mendeley.com/research/mobile-phone-applications-care-prevention-hiv-other-sexually-transmitted-diseases-review-5
10.1016/j.iccl.2012.09.008,25237801,3.0,article,Transcatheter Pulmonary Valve Replacement,Interventional Cardiology Clinics,2,1,NA,NA,NA,537f30862a83eeb45a8b45d0,1,2013-01-01T00:00:00+00:00,2017-09-14T09:11:23+00:00,2015-06-16T01:00,Damien Kenny,NA,NA,http://www.mendeley.com/research/transcatheter-pulmonary-valve-replacement-current-status-future-potentials
10.1016/j.chb.2013.02.012,1374361,5.0,article,Using technology in higher education: The influence of gender roles on technology self-efficacy,Computers in Human Behavior,29,4,1779,1786,Elsevier Ltd,4f6fa4ea3cf058f6100025f3,5,2013-07-01T00:00:00+00:00,2013-04-12T14:46:30+00:00,2015-06-04T01:00,Ann Hergatt Huffman,NA,http://linkinghub.elsevier.com/retrieve/pii/S0747563213000782,http://www.mendeley.com/research/using-technology-higher-education-influence-gender-roles-technology-selfefficacy-7
10.1080/01930826.2013.756694,1202326,18.088,article,No Half Measures: Overcoming Common Challenges to Doing Digital Humanities in the Library,Journal of Library Administration,53,1,43,52,Taylor & Francis Group,4f6fa4d73cf058f610001311,5,2013-01-01T00:00:00+00:00,2013-01-28T16:02:28+00:00,2017-05-15T12:13,Miriam Posner,NA,NA,http://www.mendeley.com/research/half-measures-overcoming-common-challenges-doing-digital-humanities-library
10.1145/2445560.2445561,1402722,7.25,article,Network Effects in Health Information Exchange Growth,ACM Transactions on Management Information Systems,4,1,1,26,ACM,4f6fa4c83cf058f610000024,10,2013-01-01T00:00:00+00:00,2013-04-21T21:36:42+00:00,2016-12-01T15:24,Niam Yaraghi,http://dl.acm.org/ft_gateway.cfm?id=2445561 Health Information Exchange; diffusion of innovation,NA,http://www.mendeley.com/research/network-effects-health-information-exchange-growth-2
10.1016/j.aap.2012.05.009,1099231,20.5,article,Safety countermeasures and crash reduction in New York City—Experience and lessons learned,Accident Analysis & Prevention,50,NA,312,322,NA,4f6fa4e73cf058f61000213e,9,2012-06-06T00:00:00+00:00,2012-11-30T19:34:08+00:00,2017-11-09T10:24,Chen L,NA,NA,http://www.mendeley.com/research/safety-countermeasures-crash-reduction-new-york-city-experience-lessons-learned-2
10.1109/tcc.2013.3,20643820,3.0,article,Modeling and Analysis of State-of-the-art VM-based Cloud Management Platforms,IEEE Transactions on Cloud Computing,NA,NA,NA,NA,IEEE,56b89c912a83ee67498b457f,1,NA,2017-05-27T14:59:25+00:00,2015-04-17T13:37,Saif U. R. Malik,http://ieeexplore.ieee.org/iel7/6245519/6383186/06579607.pdf,NA,http://www.mendeley.com/research/modeling-analysis-stateoftheart-vmbased-cloud-management-platforms
10.1111/grow.12003,14948427,3.0,article,Evaluating the Importance of Business Location Factors: The Influence of Facility Type,Growth & Change,44,1,92,117,NA,4f6fa4ec3cf058f610002994,1,2013-03-04T00:00:00+00:00,2016-12-22T22:00:37+00:00,2015-03-23T11:57,"Kimelberg, Shelley M.",http://onlinelibrary.wiley.com/doi/10.1111/grow.12003/pdf,http://doi.wiley.com/10.1111/grow.12003,http://www.mendeley.com/research/evaluating-importance-business-location-factors-influence-facility-type
10.1016/j.respol.2012.04.019,791605,3.5,article,To protect or not to protect? Modes of appropriability in the small enterprise sector,Research Policy,42,1,35,49,Elsevier B.V.,4f6fa59a3cf058f610005127,2,2012-05-01T00:00:00+00:00,2012-06-14T09:05:34+00:00,2015-03-09T00:00,Jörg Thomä,NA,http://linkinghub.elsevier.com/retrieve/pii/S004873331200128X,http://www.mendeley.com/research/protect-not-protect-modes-appropriability-small-enterprise-sector
10.1016/j.jadohealth.2012.06.011,1169409,58.05,article,"Sexting, substance use, and sexual risk behavior in young adults",Journal of Adolescent Health,52,3,NA,NA,NA,4f6fa5e93cf058f6100059ec,20,2012-08-14T00:00:00+00:00,2013-01-11T07:48:00+00:00,2016-05-12T20:02,Benotsch EG,NA,NA,http://www.mendeley.com/research/sexting-substance-sexual-risk-behavior-young-adults-19
10.1016/j.agsy.2012.07.008,16584866,3.0,article,Trade-adjusted measures of productivity increases in US hog production,Agricultural Systems,NA,NA,NA,NA,NA,4f6fa4e83cf058f6100021af,1,2013-01-01T00:00:00+00:00,2017-02-21T20:27:38+00:00,2015-01-01T00:00,Kenneth H. Mathews,NA,http://linkinghub.elsevier.com/retrieve/pii/S0308521X12001205,http://www.mendeley.com/research/tradeadjusted-measures-productivity-increases-hog-production
10.1016/j.tra.2013.01.027,1706871,4.0,article,Public policy implications of harmonizing engineering technology with socio-economic modeling: Application to transportation infrastructure management,Transportation Research Part A: Policy & Practice,50,NA,62,73,NA,4f6fa5153cf058f610003696,2,2013-04-01T00:00:00+00:00,2013-08-23T13:04:15+00:00,2015-01-01T00:00,E. Andrijcic,NA,NA,http://www.mendeley.com/research/public-policy-implications-harmonizing-engineering-technology-socioeconomic-modeling-application-tra-2
10.1186/1471-2458-13-277,1347539,10.25,article,Current manufactured cigarette smoking and roll-your-own cigarette smoking in Thailand: findings from the 2009 global adult tobacco survey,BMC Public Health,13,1,277,NA,BioMed Central Ltd,4f6fa4d03cf058f6100007d8,8,2013-03-27T00:00:00+00:00,2013-04-07T00:44:57+00:00,2015-01-01T00:00,Sarunya Benjakul,http://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/1471-2458-13-277?site=bmcpublichealth.biomedcentral.com,http://bmcpublichealth.biomedcentral.com/articles/10.1186/1471-2458-13-277,http://www.mendeley.com/research/current-manufactured-cigarette-smoking-rollyourown-cigarette-smoking-thailand-findings-2009-global-a
10.1007/s10961-012-9281-8,1172572,15.8,article,Research collaboration in universities and academic entrepreneurship: the-state-of-the-art,The Journal of Technology Transfer,38,1,1,67,Springer US,4f6fa62a3cf058f610007e88,16,2012-11-28T00:00:00+00:00,2013-01-12T19:45:00+00:00,2015-09-04T23:41,Catherine P. Slade,http://link.springer.com/content/pdf/10.1007%2Fs10961-012-9281-8,NA,http://www.mendeley.com/research/research-collaboration-universities-academic-entrepreneurship-thestateoftheart
10.1016/j.gerinurse.2012.11.001,15047876,3.0,article,Older adults' participation in the development of smart environments: An integrated review of the literature,Geriatric Nursing (04355733),34,2,116,121,NA,4f6fa67b3cf058f6100097a1,1,2013-03-01T00:00:00+00:00,2016-12-25T05:36:26+00:00,2015-01-01T00:00,Jacelon CS,NA,NA,http://www.mendeley.com/research/older-adults-participation-development-smart-environments-integrated-review-literature
10.1093/reep/res022,1201580,4.5,article,Designing and Implementing Effective REDD + Policies: A Forest Transition Approach,Review of Environmental Economics & Policy,7,1,91,113,Oxford University Press,4f6fa6063cf058f610006725,3,2013-01-01T00:00:00+00:00,2013-01-28T08:35:36+00:00,2015-01-01T00:00,Thomas K. Rudel,http://reep.oxfordjournals.org/content/7/1/91.full.pdf,https://academic.oup.com/reep/article-lookup/doi/10.1093/reep/res022,http://www.mendeley.com/research/designing-implementing-effective-redd-policies-forest-transition-approach
10.1377/hlthaff.2012.1085,1219255,51.058,article,Early lessons from four 'aligning forces for quality' communities bolster the case for patient-centered care.,Health Affairs,32,2,232,241,"Project HOPE - The People-to-People Health Foundation,
                    Inc.",4f6fa4ec3cf058f6100029ba,100,2013-01-01T00:00:00+00:00,2013-02-05T14:55:29+00:00,2015-09-21T18:39,Kellie Slate-Miller,http://content.healthaffairs.org/content/32/2/232.full.pdf,NA,http://www.mendeley.com/research/early-lessons-four-aligning-forces-quality-communities-bolster-case-patientcentered-care
10.1016/j.tifs.2012.10.002,19942407,3.0,article,Food safety challenges associated with traditional foods in Arabic speaking countries of the Middle East,Trends in Food Science & Technology,NA,NA,NA,NA,NA,4f6fa5153cf058f6100036ac,1,2013-02-01T00:00:00+00:00,2017-05-07T19:03:35+00:00,2015-01-01T00:00,Mehrdad Tajkarimi,NA,NA,http://www.mendeley.com/research/food-safety-challenges-associated-traditional-foods-arabic-speaking-countries-middle-east
10.1145/2431211.2431216,4807369,7.0,article,"Virtualization: Issues, security threats, and solutions",ACM Computing Surveys,45,2,1,39,ACM,4f6fa4c83cf058f610000008,11,2013-02-01T00:00:00+00:00,2015-11-25T19:50:40+00:00,2015-11-25T18:27,Michael Pearce,http://dl.acm.org/ft_gateway.cfm?id=2431216&type=pdf,http://dl.acm.org/citation.cfm?doid=2431211.2431216,http://www.mendeley.com/research/virtualization-82
10.1056/nejmhpr1310415,2004809,145.05,article,Health care spending--a giant slain or sleeping?,New England Journal of Medicine,369,26,2551,2557,NA,4f6fa50e3cf058f6100031c4,163,2013-12-26T00:00:00+00:00,2013-12-26T01:32:49+00:00,2015-10-16T16:20,Mary Beth Hamel,NA,http://www.nejm.org/doi/abs/10.1056/NEJMhpr1310415,http://www.mendeley.com/research/health-care-spending-giant-slain-sleeping
10.1177/1077699012468742,1214527,8.1,article,"Mobile News Adoption among Young Adults Examining the Roles of Perceptions, News Consumption, and Media Usage",Journalism & Mass Communication Quarterly,90,1,126,147,"SAGE PublicationsSage CA: Los Angeles, CA",4f6fa4dc3cf058f6100018cc,8,2013-01-01T00:00:00+00:00,2013-02-03T21:34:51+00:00,2015-01-01T00:00,Amy Zerba,http://jmq.sagepub.com/content/early/2013/01/10/1077699012468742.full.pdf,http://journals.sagepub.com/doi/10.1177/1077699012468742,http://www.mendeley.com/research/mobile-news-adoption-among-young-adults-examining-roles-perceptions-news-consumption-media-usage
10.1177/0018720812457566,1121381,4.75,article,The Long-Term Effects of Active Training Strategies on Improving Older Drivers' Scanning in Intersections: A Two-Year Follow-Up to Romoser & Fisher (2009),Human Factors,55,2,278,284,"SAGE PublicationsSage CA: Los Angeles, CA",4f6fa4dd3cf058f610001c0b,4,2012-08-27T00:00:00+00:00,2012-12-13T03:21:19+00:00,2016-09-27T09:36,M. R. E. Romoser,http://hfs.sagepub.com/content/55/2/278.full.pdf,NA,http://www.mendeley.com/research/longterm-effects-active-training-strategies-improving-older-drivers-scanning-intersections-twoyear-f
10.1038/nmeth.2404,1293616,48.63,article,Precise and reliable gene expression via standard transcription and translation initiation elements,Nature Methods,NA,NA,354,360,Nature Publishing Group,4f6fa52f3cf058f61000426c,30,2013-03-10T00:00:00+00:00,2013-03-11T12:26:27+00:00,2017-06-27T01:00,Vivek K Mutalik,https://www.nature.com/articles/nmeth.2404.pdf,NA,http://www.mendeley.com/research/precise-reliable-gene-expression-via-standard-transcription-translation-initiation-elements
